individual_id,situation_id,alt_id,chosen,price,quality,brand_known
5,43,2,1,0.5,0.0,0.0
5,44,0,1,0.5,1.0,1.0
5,44,1,0,1.0,-1.0,0.0
5,44,2,0,1.0,1.0,1.0
5,45,0,0,2.0,0.0,0.0
5,45,1,1,0.5,1.0,0.0
5,45,2,0,2.0,-1.0,1.0
5,46,0,0,0.5,1.0,0.0
5,46,1,1,0.5,-1.0,0.0
5,46,2,0,1.5,0.0,1.0
5,47,0,0,2.0,-1.0,1.0
5,47,1,0,1.5,1.0,0.0
5,47,2,1,0.5,0.0,1.0
6,48,0,1,0.5,1.0,0.0
6,48,1,0,1.0,0.0,0.0
6,48,2,0,1.0,-1.0,0.0
6,49,0,0,2.0,0.0,1.0
6,49,1,1,1.0,0.0,1.0
6,49,2,0,0.5,-1.0,0.0
6,50,0,0,2.0,1.0,1.0
6,50,1,1,0.5,1.0,0.0
6,50,2,0,0.5,0.0,0.0
6,51,0,0,1.0,0.0,0.0
6,51,1,0,1.0,1.0,1.0
6,51,2,1,1.5,1.0,0.0
6,52,0,0,2.0,-1.0,1.0
6,52,1,0,2.0,0.0,0.0
6,52,2,1,1.0,1.0,1.0
6,53,0,1,2.0,1.0,0.0
6,53,1,0,1.5,0.0,0.0
6,53,2,0,0.5,1.0,1.0
6,54,0,0,2.0,0.0,1.0
6,54,1,1,0.5,0.0,1.0
6,54,2,0,1.5,0.0,0.0
6,55,0,0,2.0,1.0,1.0
6,55,1,1,0.5,1.0,0.0
6,55,2,0,1.0,-1.0,1.0
7,56,0,0,1.0,-1.0,1.0
7,56,1,0,2.0,0.0,1.0
7,56,2,1,0.5,1.0,1.0
7,57,0,0,1.5,0.0,0.0
7,57,1,1,1.0,0.0,0.0
7,57,2,0,0.5,-1.0,1.0
7,58,0,1,1.5,-1.0,0.0
7,58,1,0,2.0,1.0,0.0
7,58,2,0,1.5,0.0,1.0
7,59,0,1,0.5,1.0,1.0
7,59,1,0,0.5,-1.0,1.0
7,59,2,0,1.0,-1.0,1.0
7,60,0,1,1.5,1.0,1.0
7,60,1,0,1.5,1.0,0.0
7,60,2,0,0.5,1.0,1.0
7,61,0,1,1.5,-1.0,1.0
7,61,1,0,1.0,1.0,1.0
7,61,2,0,1.5,0.0,1.0
7,62,0,0,2.0,1.0,0.0
7,62,1,0,1.5,1.0,1.0
7,62,2,1,0.5,0.0,1.0
7,63,0,0,2.0,-1.0,0.0
7,63,1,1,0.5,1.0,1.0
7,63,2,0,2.0,0.0,1.0
8,64,0,0,0.5,0.0,0.0
8,64,1,1,1.5,0.0,1.0
8,64,2,0,0.5,1.0,0.0
8,65,0,0,0.5,-1.0,0.0
8,65,1,1,1.5,1.0,1.0
8,65,2,0,1.5,0.0,1.0
8,66,0,1,0.5,-1.0,0.0
8,66,1,0,2.0,-1.0,0.0
8,66,2,0,1.0,0.0,1.0
8,67,0,1,1.0,1.0,1.0
8,67,1,0,1.0,0.0,0.0
8,67,2,0,1.0,-1.0,0.0
8,68,0,0,0.5,0.0,0.0
8,68,1,0,1.0,-1.0,0.0
8,68,2,1,0.5,-1.0,0.0
8,69,0,0,0.5,1.0,0.0
8,69,1,1,1.0,1.0,1.0
8,69,2,0,1.5,-1.0,1.0
8,70,0,0,2.0,0.0,0.0
8,70,1,0,1.0,0.0,1.0
8,70,2,1,1.0,0.0,1.0
8,71,0,1,2.0,1.0,0.0
8,71,1,0,1.5,-1.0,1.0
8,71,2,0,2.0,1.0,0.0
9,72,0,0,2.0,0.0,1.0
9,72,1,0,2.0,-1.0,1.0
9,72,2,1,2.0,1.0,1.0
9,73,0,0,1.0,1.0,0.0
9,73,1,0,1.0,0.0,1.0
9,73,2,1,1.0,1.0,0.0
9,74,0,0,0.5,-1.0,0.0
9,74,1,1,1.5,0.0,1.0
9,74,2,0,1.5,0.0,0.0
9,75,0,0,2.0,1.0,0.0
9,75,1,0,0.5,0.0,1.0
9,75,2,1,1.0,1.0,1.0
9,76,0,0,0.5,-1.0,0.0
9,76,1,0,2.0,0.0,0.0
9,76,2,1,1.0,-1.0,0.0
9,77,0,1,0.5,0.0,1.0
9,77,1,0,1.5,-1.0,0.0
9,77,2,0,2.0,1.0,1.0
9,78,0,0,2.0,-1.0,0.0
9,78,1,1,0.5,1.0,0.0
9,78,2,0,1.0,1.0,0.0
9,79,0,1,0.5,0.0,1.0
9,79,1,0,1.0,1.0,0.0
9,79,2,0,1.5,1.0,1.0
10,80,0,0,1.0,-1.0,0.0
10,80,1,1,0.5,1.0,1.0
10,80,2,0,1.5,0.0,0.0
10,81,0,0,0.5,1.0,0.0
10,81,1,1,0.5,1.0,0.0
10,81,2,0,0.5,1.0,0.0
10,82,0,0,0.5,0.0,0.0
10,82,1,1,1.0,-1.0,1.0
10,82,2,0,2.0,-1.0,1.0
10,83,0,0,2.0,-1.0,0.0
10,83,1,1,0.5,1.0,0.0
10,83,2,0,0.5,0.0,0.0
10,84,0,1,1.0,0.0,1.0
10,84,1,0,1.5,0.0,0.0
10,84,2,0,1.5,-1.0,0.0
10,85,0,0,2.0,0.0,1.0
10,85,1,1,1.0,0.0,0.0
10,85,2,0,0.5,1.0,0.0
10,86,0,0,0.5,-1.0,0.0
10,86,1,0,0.5,1.0,0.0
10,86,2,1,0.5,-1.0,0.0
10,87,0,0,2.0,0.0,1.0
10,87,1,1,1.0,0.0,1.0
10,87,2,0,2.0,1.0,0.0
11,88,0,0,1.5,0.0,1.0
11,88,1,0,1.5,-1.0,0.0
11,88,2,1,1.0,0.0,0.0
11,89,0,0,2.0,0.0,0.0
11,89,1,0,0.5,0.0,1.0
11,89,2,1,0.5,-1.0,0.0
11,90,0,0,1.0,-1.0,1.0
11,90,1,1,1.0,0.0,1.0
11,90,2,0,1.5,-1.0,0.0
11,91,0,0,1.5,0.0,0.0
11,91,1,0,1.5,-1.0,0.0
11,91,2,1,1.0,1.0,1.0
11,92,0,0,1.0,-1.0,0.0
11,92,1,0,2.0,0.0,0.0
11,92,2,1,0.5,1.0,1.0
11,93,0,1,1.5,0.0,0.0
11,93,1,0,1.5,-1.0,0.0
11,93,2,0,2.0,-1.0,0.0
11,94,0,0,1.5,0.0,0.0
11,94,1,0,1.0,-1.0,1.0
11,94,2,1,1.0,1.0,1.0
11,95,0,0,1.0,1.0,0.0
11,95,1,0,1.0,1.0,0.0
11,95,2,1,0.5,1.0,0.0
12,96,0,0,1.5,0.0,1.0
12,96,1,1,0.5,-1.0,1.0
12,96,2,0,1.5,0.0,1.0
12,97,0,0,2.0,-1.0,0.0
12,97,1,0,2.0,1.0,0.0
12,97,2,1,0.5,0.0,1.0
12,98,0,1,2.0,0.0,0.0
12,98,1,0,0.5,1.0,0.0
12,98,2,0,1.0,0.0,1.0
12,99,0,0,0.5,0.0,0.0
12,99,1,0,0.5,-1.0,0.0
12,99,2,1,0.5,-1.0,1.0
12,100,0,0,0.5,-1.0,0.0
12,100,1,0,2.0,0.0,0.0
12,100,2,1,0.5,1.0,1.0
12,101,0,0,1.0,-1.0,0.0
12,101,1,1,1.5,0.0,1.0
12,101,2,0,2.0,-1.0,0.0
12,102,0,0,2.0,-1.0,1.0
12,102,1,0,0.5,-1.0,0.0
12,102,2,1,2.0,0.0,1.0
12,103,0,0,1.5,0.0,1.0
12,103,1,0,0.5,0.0,1.0
12,103,2,1,1.0,0.0,0.0
13,104,0,0,2.0,0.0,0.0
13,104,1,0,1.0,-1.0,1.0
13,104,2,1,0.5,1.0,1.0
13,105,0,0,2.0,0.0,0.0
13,105,1,0,2.0,-1.0,0.0
13,105,2,1,2.0,0.0,0.0
13,106,0,0,2.0,0.0,1.0
13,106,1,1,2.0,1.0,0.0
13,106,2,0,1.0,-1.0,1.0
13,107,0,0,0.5,1.0,1.0
13,107,1,0,1.5,0.0,1.0
13,107,2,1,0.5,-1.0,1.0
13,108,0,0,1.0,0.0,0.0
13,108,1,1,1.5,1.0,1.0
13,108,2,0,2.0,-1.0,0.0
13,109,0,1,1.0,1.0,0.0
13,109,1,0,1.0,1.0,0.0
13,109,2,0,1.5,1.0,0.0
13,110,0,1,0.5,-1.0,1.0
13,110,1,0,1.5,0.0,1.0
13,110,2,0,1.5,0.0,0.0
13,111,0,0,1.5,0.0,0.0
13,111,1,1,1.0,1.0,1.0
13,111,2,0,2.0,-1.0,1.0
14,112,0,1,1.0,0.0,1.0
14,112,1,0,1.5,1.0,0.0
14,112,2,0,1.0,1.0,1.0
14,113,0,0,0.5,0.0,0.0
14,113,1,1,1.5,1.0,0.0
14,113,2,0,0.5,0.0,0.0
14,114,0,1,2.0,0.0,1.0
14,114,1,0,1.5,0.0,0.0
14,114,2,0,1.0,-1.0,1.0
14,115,0,0,1.0,-1.0,1.0
14,115,1,1,1.5,1.0,0.0
14,115,2,0,1.0,-1.0,1.0
14,116,0,0,1.0,0.0,1.0
14,116,1,0,1.0,0.0,1.0
14,116,2,1,1.0,0.0,0.0
14,117,0,0,2.0,0.0,1.0
14,117,1,1,0.5,1.0,1.0
14,117,2,0,2.0,1.0,0.0
14,118,0,1,1.0,1.0,1.0
14,118,1,0,1.5,0.0,0.0
14,118,2,0,0.5,1.0,1.0
14,119,0,0,1.0,0.0,0.0
14,119,1,0,2.0,0.0,0.0
14,119,2,1,1.0,1.0,1.0
15,120,0,1,0.5,1.0,0.0
15,120,1,0,1.5,-1.0,0.0
15,120,2,0,0.5,1.0,1.0
15,121,0,1,1.0,1.0,1.0
15,121,1,0,1.0,1.0,1.0
15,121,2,0,1.5,1.0,1.0
15,122,0,1,1.5,1.0,0.0
15,122,1,0,1.5,-1.0,1.0
15,122,2,0,2.0,-1.0,1.0
15,123,0,0,0.5,-1.0,1.0
15,123,1,0,1.0,-1.0,1.0
15,123,2,1,0.5,-1.0,1.0
15,124,0,0,0.5,0.0,1.0
15,124,1,1,0.5,-1.0,1.0
15,124,2,0,1.5,-1.0,0.0
15,125,0,1,2.0,0.0,1.0
15,125,1,0,2.0,1.0,0.0
15,125,2,0,1.5,-1.0,0.0
15,126,0,0,2.0,0.0,1.0
15,126,1,1,0.5,0.0,1.0
15,126,2,0,2.0,1.0,0.0
15,127,0,0,2.0,-1.0,0.0
15,127,1,1,0.5,1.0,1.0
15,127,2,0,1.0,-1.0,1.0
16,128,0,0,2.0,-1.0,1.0
16,128,1,0,1.0,-1.0,1.0
16,128,2,1,2.0,1.0,0.0
16,129,0,0,2.0,-1.0,0.0
16,129,1,1,1.0,1.0,0.0
16,129,2,0,0.5,1.0,1.0
16,130,0,0,1.0,1.0,1.0
16,130,1,1,0.5,-1.0,0.0
16,130,2,0,1.0,-1.0,1.0
16,131,0,0,1.5,-1.0,1.0
16,131,1,1,1.0,1.0,1.0
16,131,2,0,0.5,-1.0,1.0
16,132,0,1,1.0,0.0,0.0
16,132,1,0,1.5,0.0,1.0
16,132,2,0,0.5,1.0,0.0
16,133,0,1,0.5,0.0,1.0
16,133,1,0,2.0,0.0,1.0
16,133,2,0,0.5,1.0,0.0
16,134,0,1,1.0,1.0,1.0
16,134,1,0,0.5,0.0,0.0
16,134,2,0,0.5,0.0,0.0
16,135,0,0,1.0,0.0,1.0
16,135,1,0,1.5,1.0,0.0
16,135,2,1,0.5,0.0,0.0
17,136,0,1,0.5,0.0,0.0
17,136,1,0,0.5,1.0,0.0
17,136,2,0,1.5,1.0,1.0
17,137,0,0,2.0,0.0,0.0
17,137,1,0,0.5,-1.0,0.0
17,137,2,1,1.0,-1.0,0.0
17,138,0,1,1.0,0.0,1.0
17,138,1,0,1.0,1.0,1.0
17,138,2,0,0.5,1.0,0.0
17,139,0,1,0.5,1.0,0.0
17,139,1,0,1.5,-1.0,1.0
17,139,2,0,1.0,0.0,0.0
17,140,0,1,1.0,1.0,1.0
17,140,1,0,1.0,1.0,1.0
17,140,2,0,2.0,-1.0,0.0
17,141,0,1,1.5,1.0,1.0
17,141,1,0,1.0,-1.0,0.0
17,141,2,0,0.5,-1.0,0.0
17,142,0,1,2.0,1.0,1.0
17,142,1,0,2.0,1.0,1.0
17,142,2,0,0.5,1.0,1.0
17,143,0,0,2.0,0.0,0.0
17,143,1,1,1.5,0.0,0.0
17,143,2,0,0.5,0.0,1.0
18,144,0,1,2.0,0.0,1.0
18,144,1,0,0.5,0.0,0.0
18,144,2,0,0.5,-1.0,1.0
18,145,0,1,0.5,1.0,0.0
18,145,1,0,1.0,0.0,0.0
18,145,2,0,1.5,0.0,0.0
18,146,0,0,1.0,1.0,1.0
18,146,1,0,0.5,0.0,1.0
18,146,2,1,0.5,0.0,0.0
18,147,0,1,2.0,-1.0,0.0
18,147,1,0,2.0,-1.0,0.0
18,147,2,0,2.0,0.0,0.0
18,148,0,0,0.5,0.0,0.0
18,148,1,1,2.0,1.0,1.0
18,148,2,0,1.5,1.0,0.0
18,149,0,1,1.5,1.0,0.0
18,149,1,0,0.5,0.0,1.0
18,149,2,0,2.0,-1.0,1.0
18,150,0,1,1.0,1.0,0.0
18,150,1,0,0.5,1.0,0.0
18,150,2,0,0.5,0.0,1.0
18,151,0,0,1.0,1.0,0.0
18,151,1,1,0.5,1.0,1.0
18,151,2,0,1.0,0.0,0.0
19,152,0,0,1.0,-1.0,1.0
19,152,1,0,2.0,-1.0,0.0
19,152,2,1,0.5,1.0,1.0
19,153,0,1,1.5,0.0,0.0
19,153,1,0,2.0,-1.0,0.0
19,153,2,0,2.0,-1.0,1.0
19,154,0,1,2.0,1.0,1.0
19,154,1,0,0.5,-1.0,1.0
19,154,2,0,2.0,-1.0,1.0
19,155,0,0,2.0,0.0,0.0
19,155,1,0,1.0,0.0,0.0
19,155,2,1,1.0,1.0,0.0
19,156,0,1,1.5,1.0,1.0
19,156,1,0,1.0,0.0,1.0
19,156,2,0,1.0,-1.0,1.0
19,157,0,0,2.0,1.0,0.0
19,157,1,0,2.0,0.0,1.0
19,157,2,1,1.0,1.0,1.0
19,158,0,0,2.0,0.0,1.0
19,158,1,0,1.0,-1.0,1.0
19,158,2,1,2.0,1.0,1.0
19,159,0,0,1.5,-1.0,0.0
19,159,1,1,1.0,1.0,0.0
19,159,2,0,0.5,1.0,1.0
20,160,0,0,1.5,-1.0,1.0
20,160,1,0,1.0,1.0,1.0
20,160,2,1,0.5,-1.0,1.0
20,161,0,1,0.5,0.0,1.0
20,161,1,0,2.0,0.0,1.0
20,161,2,0,0.5,0.0,1.0
20,162,0,1,2.0,0.0,0.0
20,162,1,0,2.0,0.0,0.0
20,162,2,0,0.5,0.0,0.0
20,163,0,1,1.5,1.0,1.0
20,163,1,0,1.5,-1.0,0.0
20,163,2,0,1.0,1.0,0.0
20,164,0,0,1.5,-1.0,0.0
20,164,1,0,1.0,-1.0,0.0
20,164,2,1,1.0,1.0,0.0
20,165,0,0,1.0,-1.0,1.0
20,165,1,1,2.0,1.0,0.0
20,165,2,0,1.5,-1.0,0.0
20,166,0,0,1.0,-1.0,0.0
20,166,1,1,2.0,1.0,1.0
20,166,2,0,2.0,-1.0,1.0
20,167,0,1,2.0,1.0,1.0
20,167,1,0,1.5,0.0,0.0
20,167,2,0,1.0,1.0,1.0
21,168,0,0,2.0,1.0,0.0
21,168,1,0,1.0,-1.0,1.0
21,168,2,1,1.0,-1.0,1.0
21,169,0,1,1.0,0.0,1.0
21,169,1,0,2.0,1.0,1.0
21,169,2,0,1.5,-1.0,1.0
21,170,0,1,1.0,-1.0,1.0
21,170,1,0,1.0,0.0,1.0
21,170,2,0,1.0,-1.0,1.0
21,171,0,0,1.5,-1.0,1.0
21,171,1,0,1.0,-1.0,0.0
21,171,2,1,1.5,1.0,1.0
21,172,0,0,1.0,1.0,0.0
21,172,1,1,1.0,-1.0,0.0
21,172,2,0,2.0,0.0,0.0
21,173,0,0,1.0,0.0,0.0
21,173,1,1,0.5,0.0,1.0
21,173,2,0,1.0,1.0,0.0
21,174,0,0,1.5,0.0,1.0
21,174,1,1,0.5,1.0,0.0
21,174,2,0,1.0,-1.0,0.0
21,175,0,0,0.5,-1.0,0.0
21,175,1,1,1.5,0.0,1.0
21,175,2,0,1.5,1.0,1.0
22,176,0,0,2.0,0.0,0.0
22,176,1,1,1.0,0.0,1.0
22,176,2,0,2.0,-1.0,1.0
22,177,0,1,0.5,0.0,1.0
22,177,1,0,2.0,1.0,0.0
22,177,2,0,1.5,0.0,1.0
22,178,0,0,2.0,-1.0,1.0
22,178,1,1,2.0,1.0,1.0
22,178,2,0,1.5,1.0,0.0
22,179,0,1,1.0,0.0,1.0
22,179,1,0,1.5,0.0,0.0
22,179,2,0,2.0,0.0,1.0
22,180,0,1,2.0,1.0,1.0
22,180,1,0,2.0,0.0,0.0
22,180,2,0,0.5,-1.0,0.0
22,181,0,0,1.5,-1.0,1.0
22,181,1,1,0.5,1.0,1.0
22,181,2,0,1.5,1.0,0.0
22,182,0,1,2.0,1.0,1.0
22,182,1,0,0.5,-1.0,0.0
22,182,2,0,1.5,-1.0,1.0
22,183,0,0,2.0,0.0,0.0
22,183,1,0,2.0,-1.0,1.0
22,183,2,1,1.0,0.0,1.0
23,184,0,1,0.5,0.0,0.0
23,184,1,0,2.0,-1.0,1.0
23,184,2,0,2.0,-1.0,0.0
23,185,0,0,1.5,0.0,0.0
23,185,1,1,2.0,1.0,1.0
23,185,2,0,0.5,0.0,1.0
23,186,0,0,1.5,-1.0,0.0
23,186,1,0,0.5,-1.0,0.0
23,186,2,1,2.0,0.0,0.0
23,187,0,0,1.5,-1.0,0.0
23,187,1,0,2.0,1.0,1.0
23,187,2,1,1.5,1.0,0.0
23,188,0,0,0.5,-1.0,1.0
23,188,1,0,0.5,1.0,0.0
23,188,2,1,1.0,-1.0,0.0
23,189,0,1,1.5,0.0,1.0
23,189,1,0,0.5,1.0,1.0
23,189,2,0,2.0,-1.0,0.0
23,190,0,0,0.5,-1.0,0.0
23,190,1,0,1.0,-1.0,0.0
23,190,2,1,0.5,1.0,1.0
23,191,0,0,1.0,-1.0,0.0
23,191,1,0,1.0,0.0,0.0
23,191,2,1,0.5,0.0,1.0
24,192,0,1,1.5,1.0,1.0
24,192,1,0,2.0,1.0,1.0
24,192,2,0,2.0,1.0,0.0
24,193,0,1,1.0,1.0,1.0
24,193,1,0,2.0,0.0,0.0
24,193,2,0,2.0,0.0,1.0
24,194,0,0,2.0,-1.0,0.0
24,194,1,1,1.0,1.0,1.0
24,194,2,0,2.0,0.0,0.0
24,195,0,0,1.5,0.0,0.0
24,195,1,1,0.5,-1.0,1.0
24,195,2,0,1.0,-1.0,0.0
24,196,0,0,1.5,0.0,1.0
24,196,1,0,0.5,0.0,1.0
24,196,2,1,1.0,0.0,1.0
24,197,0,0,2.0,-1.0,0.0
24,197,1,1,0.5,-1.0,1.0
24,197,2,0,1.0,1.0,0.0
24,198,0,0,0.5,0.0,0.0
24,198,1,0,1.5,0.0,0.0
24,198,2,1,0.5,-1.0,0.0
24,199,0,0,2.0,0.0,0.0
24,199,1,1,0.5,0.0,0.0
24,199,2,0,2.0,0.0,0.0
25,200,0,1,2.0,1.0,0.0
25,200,1,0,2.0,1.0,0.0
25,200,2,0,2.0,-1.0,1.0
25,201,0,0,0.5,0.0,0.0
25,201,1,1,2.0,1.0,1.0
25,201,2,0,1.5,0.0,1.0
25,202,0,0,2.0,-1.0,0.0
25,202,1,0,2.0,-1.0,1.0
25,202,2,1,1.5,1.0,0.0
25,203,0,0,1.0,1.0,0.0
25,203,1,0,0.5,-1.0,1.0
25,203,2,1,0.5,0.0,0.0
25,204,0,1,1.0,0.0,0.0
25,204,1,0,2.0,-1.0,0.0
25,204,2,0,1.5,0.0,0.0
25,205,0,1,1.0,1.0,0.0
25,205,1,0,0.5,-1.0,1.0
25,205,2,0,1.5,-1.0,0.0
25,206,0,1,1.5,0.0,1.0
25,206,1,0,2.0,-1.0,0.0
25,206,2,0,1.5,1.0,1.0
25,207,0,1,1.5,0.0,1.0
25,207,1,0,2.0,-1.0,1.0
25,207,2,0,1.0,0.0,1.0
26,208,0,0,2.0,1.0,0.0
26,208,1,0,1.0,0.0,1.0
26,208,2,1,0.5,0.0,0.0
26,209,0,0,1.0,-1.0,1.0
26,209,1,1,0.5,-1.0,1.0
26,209,2,0,0.5,-1.0,1.0
26,210,0,0,2.0,-1.0,0.0
26,210,1,0,2.0,-1.0,1.0
26,210,2,1,0.5,0.0,1.0
26,211,0,0,2.0,-1.0,1.0
26,211,1,0,0.5,0.0,1.0
26,211,2,1,1.0,1.0,1.0
26,212,0,0,1.5,1.0,1.0
26,212,1,1,1.0,0.0,1.0
26,212,2,0,1.5,-1.0,0.0
26,213,0,0,2.0,0.0,1.0
26,213,1,0,0.5,1.0,0.0
26,213,2,1,0.5,0.0,1.0
26,214,0,0,2.0,1.0,0.0
26,214,1,1,1.5,1.0,0.0
26,214,2,0,1.5,-1.0,0.0
26,215,0,0,1.0,-1.0,0.0
26,215,1,1,1.0,-1.0,0.0
26,215,2,0,1.5,-1.0,0.0
27,216,0,0,1.5,-1.0,0.0
27,216,1,1,0.5,0.0,0.0
27,216,2,0,1.5,0.0,1.0
27,217,0,0,1.5,0.0,0.0
27,217,1,1,0.5,1.0,1.0
27,217,2,0,1.0,1.0,0.0
27,218,0,0,2.0,1.0,0.0
27,218,1,0,1.5,1.0,0.0
27,218,2,1,0.5,0.0,0.0
27,219,0,1,0.5,1.0,1.0
27,219,1,0,1.5,0.0,1.0
27,219,2,0,1.0,-1.0,0.0
27,220,0,0,2.0,-1.0,1.0
27,220,1,1,1.5,-1.0,0.0
27,220,2,0,2.0,1.0,1.0
27,221,0,0,0.5,-1.0,0.0
27,221,1,1,1.0,1.0,0.0
27,221,2,0,0.5,1.0,0.0
27,222,0,0,1.5,0.0,0.0
27,222,1,1,0.5,1.0,1.0
27,222,2,0,1.0,1.0,1.0
27,223,0,0,1.0,1.0,1.0
27,223,1,1,0.5,0.0,1.0
27,223,2,0,0.5,-1.0,0.0
28,224,0,0,1.5,-1.0,1.0
28,224,1,0,2.0,1.0,1.0
28,224,2,1,0.5,1.0,1.0
28,225,0,0,1.0,0.0,0.0
28,225,1,0,0.5,-1.0,1.0
28,225,2,1,2.0,1.0,1.0
28,226,0,0,1.0,-1.0,0.0
28,226,1,0,2.0,0.0,1.0
28,226,2,1,0.5,0.0,1.0
28,227,0,1,0.5,-1.0,1.0
28,227,1,0,1.5,-1.0,1.0
28,227,2,0,1.5,-1.0,0.0
28,228,0,0,2.0,1.0,1.0
